Keyword,Name,Phone,Website,Address,Rating,Category,GoogleMapsURL
industrial buildings near Penticton British Columbia,Bromley Construction,(250) 493-5599,N/A,"2111 Main St, Penticton, BC V2A 8K8", stars,N/A,https://www.google.com/maps/place/Bromley+Construction/data=!4m7!3m6!1s0x548289dcb449aa8d:0xa05ab0576e6b4fc!8m2!3d49.4734904!4d-119.5845396!16s%2Fg%2F1tdqzdg2!19sChIJjapJtNyJglQR_LTmdgWrBQo?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,The Aitkens Group - TAG Real Estate - REAL Broker,(250) 644-9890,https://www.tagrealestate.co/,"124 Estabrook Ave, Penticton, BC V2A 1G3", stars,N/A,https://www.google.com/maps/place/The+Aitkens+Group+-+TAG+Real+Estate+-+REAL+Broker/data=!4m7!3m6!1s0x548263c15688c913:0xda89869cbb617e5d!8m2!3d49.5005427!4d-119.595183!16s%2Fg%2F11vr9xgjm9!19sChIJE8mIVsFjglQRXX5hu5yGido?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Convoy Supply Ltd.,(250) 493-5660,http://www.convoy-supply.com/,"196 Rosetown Ave, Penticton, BC V2A 6X8", stars,N/A,https://www.google.com/maps/place/Convoy+Supply+Ltd./data=!4m7!3m6!1s0x548289c390b1c771:0x13e791ec3352399!8m2!3d49.4789109!4d-119.5808581!16s%2Fg%2F1tkc6cd2!19sChIJccexkMOJglQRmSM1wx55PgE?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Inside Out Kitchens,(250) 274-9935,http://insideoutkitchens.ca/,"306 Martin St, Penticton, BC V2A 5K4", stars,N/A,https://www.google.com/maps/place/Inside+Out+Kitchens/data=!4m7!3m6!1s0x548263b4ec76f14d:0x7f461dafcc226c8d!8m2!3d49.4983872!4d-119.5933441!16s%2Fg%2F11g_zfrpj3!19sChIJTfF27LRjglQRjWwizK8dRn8?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Fox & Fox Penticton Real Estate,(250) 492-2266,http://www.pentictonproperties.com/,"302 Eckhardt Ave W, Penticton, BC V2A 2A9", stars,N/A,https://www.google.com/maps/place/Fox+%26+Fox+Penticton+Real+Estate/data=!4m7!3m6!1s0x5482898fd386b8dd:0xa93021302eed0dcf!8m2!3d49.491745!4d-119.593803!16s%2Fg%2F11b620___v!19sChIJ3biG04-JglQRzw3tLjAhMKk?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Locke Property Management,(250) 492-0346,https://lockeproperties.ca/,"528 Main St, Penticton, BC V2A 5C7", stars,N/A,https://www.google.com/maps/place/Locke+Property+Management/data=!4m7!3m6!1s0x548262776796a039:0xba74a7f7a50bd1d8!8m2!3d49.4953442!4d-119.590507!16s%2Fg%2F1tgs0mdl!19sChIJOaCWZ3diglQR2NELpfendLo?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,ROBINSON | Lighting & Bath Showroom,(250) 492-2000,http://robinsonco.ca/,"240 Industrial Ave E #100, Penticton, BC V2A 3H8", stars,N/A,https://www.google.com/maps/place/ROBINSON+%7C+Lighting+%26+Bath+Showroom/data=!4m7!3m6!1s0x548289c49d5fd82f:0x71be58a74ae4f446!8m2!3d49.4801979!4d-119.5804823!16s%2Fg%2F1tv3ncgk!19sChIJL9hfncSJglQRRvTkSqdYvnE?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Morrison Bifford Real Estate Group,(250) 809-0555,http://www.morrisonrealestategroup.ca/,"484 Main St, Penticton, BC V2A 5C5", stars,N/A,https://www.google.com/maps/place/Morrison+Bifford+Real+Estate+Group/data=!4m7!3m6!1s0x5482632ad3f5cf43:0x7b8d861fdf27ccf0!8m2!3d49.496001!4d-119.5906615!16s%2Fg%2F11g2xf4pnk!19sChIJQ8_10ypjglQR8Mwn3x-GjXs?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Nielsen Roofing & Sheet Metal Ltd,(250) 492-3916,http://www.nielsenroofing.ca/,"683 Okanagan Ave E, Penticton, BC V2A 3K7", stars,N/A,https://www.google.com/maps/place/Nielsen+Roofing+%26+Sheet+Metal+Ltd/data=!4m7!3m6!1s0x54828921cf828933:0x412e834e0958ac58!8m2!3d49.4791436!4d-119.5647307!16s%2Fg%2F11tj9szp69!19sChIJM4mCzyGJglQRWKxYCU6DLkE?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,"Gitta Schoenne, Verico Compass Mortgage Group",(250) 462-4482,http://www.gitta.ca/,"396 Ellis St, Penticton, BC V2A 4L2", stars,N/A,"https://www.google.com/maps/place/Gitta+Schoenne,+Verico+Compass+Mortgage+Group/data=!4m7!3m6!1s0x5482627a198aad6b:0xb47498180e28d09!8m2!3d49.49742!4d-119.590333!16s%2Fg%2F1pv000c04!19sChIJa62KGXpiglQRCY3igIFJRws?authuser=0&hl=en&rclk=1"
industrial buildings near Penticton British Columbia,Waycon Manufacturing Ltd,(250) 492-7718,http://www.waycon.net/,"275 Waterloo Ave, Penticton, BC V2A 7N1", stars,N/A,https://www.google.com/maps/place/Waycon+Manufacturing+Ltd/data=!4m7!3m6!1s0x548289e76c6ef0f9:0x4de7255fa57c4136!8m2!3d49.4827458!4d-119.5969719!16s%2Fg%2F1tfjktq2!19sChIJ-fBubOeJglQRNkF8pV8l500?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Andrew Sheret Limited,(250) 493-6754,https://www.sheret.com/,"Wholesale Counter, 298 Duncan Ave W, Penticton, BC V2A 7N1", stars,N/A,https://www.google.com/maps/place/Andrew+Sheret+Limited/data=!4m7!3m6!1s0x548289dd941437f9:0x84644cf07a256b9e!8m2!3d49.4837564!4d-119.5970508!16s%2Fg%2F1thl0jrr!19sChIJ-TcUlN2JglQRnmslevBMZIQ?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Ernie Sheridan PREC* l REALTOR,(250) 488-1688,http://www.liveintheok.com/,"302 Eckhardt Ave W, Penticton, BC V2A 2A9", stars,N/A,https://www.google.com/maps/place/Ernie+Sheridan+PREC*+l+REALTOR/data=!4m7!3m6!1s0x5482898fceedcbf7:0x84bebf4fa9327e63!8m2!3d49.4917283!4d-119.5937938!16s%2Fg%2F11hbkdl4z3!19sChIJ98vtzo-JglQRY34yqU-_voQ?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Barnett Construction - Custom Home Builders,(250) 486-0948,https://barnettconstruction.ca/,"618 Main St #1, Penticton, BC V2A 5C8", stars,N/A,https://www.google.com/maps/place/Barnett+Construction+-+Custom+Home+Builders/data=!4m7!3m6!1s0x54827b5f85d1beaf:0xe8b3fb44b4c4db5!8m2!3d49.494008!4d-119.589699!16s%2Fg%2F1tdbf38t!19sChIJr77RhV97glQRtU1MS7Q_iw4?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Team CHAPMAN - Royal LePage Locations West,(250) 493-2959,http://teamchapman.ca/,"484 Main St, Penticton, BC V2A 5C5", stars,N/A,https://www.google.com/maps/place/Team+CHAPMAN+-+Royal+LePage+Locations+West/data=!4m7!3m6!1s0x548263015ee82e9d:0x4205523bc1b60819!8m2!3d49.4959862!4d-119.5908199!16s%2Fg%2F11j8lgh4pp!19sChIJnS7oXgFjglQRGQi2wTtSBUI?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Eckert Electric Ltd,(250) 492-8001,http://www.eckertelectric.com/?UTM_source=GMB_listing&UTM_medium=organic,"513 Dawson Ave, Penticton, BC V2A 6T5", stars,N/A,https://www.google.com/maps/place/Eckert+Electric+Ltd/data=!4m7!3m6!1s0x548289c7973ff4dd:0x718160bafdefd68d!8m2!3d49.4757349!4d-119.570727!16s%2Fg%2F1tnhy05b!19sChIJ3fQ_l8eJglQRjdbv_bpggXE?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Kieson Fabrication & Machine Ltd,(250) 490-2829,http://www.kiesonfab.com/,"2001 Barnes St #102, Penticton, BC V2A 8M6", stars,N/A,https://www.google.com/maps/place/Kieson+Fabrication+%26+Machine+Ltd/data=!4m7!3m6!1s0x548289c64667b88d:0xfedbac726a0ae346!8m2!3d49.4773227!4d-119.5724765!16s%2Fg%2F1vljg00n!19sChIJjbhnRsaJglQRRuMKanKs2_4?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,City Electric Supply Penticton,(250) 492-8299,https://www.cityelectricsupply.ca/branch/10418,"240 Industrial Ave E Unit 103, Penticton, BC V2A 3H8", stars,N/A,https://www.google.com/maps/place/City+Electric+Supply+Penticton/data=!4m7!3m6!1s0x548289c48b1681cb:0xdef51cd45ee2f3fa!8m2!3d49.480223!4d-119.580118!16s%2Fg%2F1tglg_r6!19sChIJy4EWi8SJglQR-vPiXtQc9d4?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,RPR Heating and Air Conditioning Ltd.,(250) 492-3677,http://www.rprheating.com/,"154 Ellis St, Penticton, BC V2A 4L5", stars,N/A,https://www.google.com/maps/place/RPR+Heating+and+Air+Conditioning+Ltd./data=!4m7!3m6!1s0x5482627b3c96b4b5:0x220d2a55ead9f1f9!8m2!3d49.5012945!4d-119.5902524!16s%2Fg%2F1tgkgzx8!19sChIJtbSWPHtiglQR-fHZ6lUqDSI?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,HDR,(604) 622-5300,https://www.hdrinc.com/ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"210 Hastings Ave, Penticton, BC V2A 2V6", stars,N/A,https://www.google.com/maps/place/HDR/data=!4m7!3m6!1s0x5482897d9608822b:0xdc1ef483cb37e072!8m2!3d49.484369!4d-119.5928969!16s%2Fg%2F11k8v6p_nl!19sChIJK4IIln2JglQRcuA3y4P0Htw?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Mountain Alpine Homes,(250) 462-7433,https://mountainalpinehomes.ca/,"401 Main St, Penticton, BC V2A 5N6", stars,N/A,https://www.google.com/maps/place/Mountain+Alpine+Homes/data=!4m7!3m6!1s0x5482627660fb5817:0x4d34fa51a58c0c56!8m2!3d49.496957!4d-119.591908!16s%2Fg%2F1q5blgndd!19sChIJF1j7YHZiglQRVgyMpVH6NE0?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,City of Penticton - Yards Office,(250) 490-2500,https://www.penticton.ca/,"616 Okanagan Ave E, Penticton, BC V2A 4B9", stars,N/A,https://www.google.com/maps/place/City+of+Penticton+-+Yards+Office/data=!4m7!3m6!1s0x548289c89867f021:0xc81600f30d98f2bf!8m2!3d49.4782372!4d-119.5692322!16s%2Fg%2F1vq74jty!19sChIJIfBnmMiJglQRv_KYDfMAFsg?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Cannery Brewing,(250) 493-2723,https://cannerybrewing.com/,"198 Ellis St, Penticton, BC V2A 4L5", stars,N/A,https://www.google.com/maps/place/Cannery+Brewing/data=!4m7!3m6!1s0x548289dd813c311b:0x490a90504a6a138f!8m2!3d49.5007591!4d-119.5904008!16s%2Fg%2F1tdfstyc!19sChIJGzE8gd2JglQRjxNqSlCQCkk?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Biron Construction,(250) 486-1864,http://www.bironconstruction.com/,"500 Warren Ave E #130, Penticton, BC V2A 3M4", stars,N/A,https://www.google.com/maps/place/Biron+Construction/data=!4m7!3m6!1s0x548289c7b0f659f3:0xa4414c0ebdddc47e!8m2!3d49.4765176!4d-119.5709936!16s%2Fg%2F11b6dzcq6r!19sChIJ81n2sMeJglQRfsTdvQ5MQaQ?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Sagebrush Tours,(250) 859-5982,https://www.sagebrushtours.ca/,"997 Antler Drive Unit 103, Penticton, BC V2A 0C8", stars,N/A,https://www.google.com/maps/place/Sagebrush+Tours/data=!4m7!3m6!1s0x54828925cbd42455:0xd07d526809f33788!8m2!3d49.5026473!4d-119.598389!16s%2Fg%2F11r45pby4f!19sChIJVSTUyyWJglQRiDfzCWhSfdA?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Peach City Runners,(250) 490-3334,http://peachcityrunners.com/,"Board Of trade Building, 214 Main St, Penticton, BC V2A 5B2, 214 Main St, Penticton, BC V2A 5B2", stars,N/A,https://www.google.com/maps/place/Peach+City+Runners/data=!4m7!3m6!1s0x5482627a95abc9a5:0x77621290c107543a!8m2!3d49.5000619!4d-119.5929309!16s%2Fg%2F1vg_6_13!19sChIJpcmrlXpiglQROlQHwZASYnc?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Betts Electric & Security Ltd,(250) 492-3221,http://www.bettselectric.com/,"280 Industrial Ave E, Penticton, BC V2A 3H8", stars,N/A,https://www.google.com/maps/place/Betts+Electric+%26+Security+Ltd/data=!4m7!3m6!1s0x548289c45f63410b:0xa3d7421478fd840b!8m2!3d49.4801781!4d-119.5791846!16s%2Fg%2F1vf9c102!19sChIJC0FjX8SJglQRC4T9eBRC16M?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Cannery Trade Centre,(250) 492-3100,https://cannerytradecentre.com/,"1475 Fairview Rd, Penticton, BC V2A 7W5", stars,N/A,https://www.google.com/maps/place/Cannery+Trade+Centre/data=!4m7!3m6!1s0x548289dd869ae487:0x3ac324eeb4fc58b0!8m2!3d49.4828727!4d-119.5949185!16s%2Fg%2F1tfvsmzb!19sChIJh-Saht2JglQRsFj8tO4kwzo?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Cantex-Okanagan Construction Ltd,(250) 492-7622,N/A,"780 Okanagan Avenue East, Penticton, BC V2A 3K6", stars,N/A,https://www.google.com/maps/place/Cantex-Okanagan+Construction+Ltd/data=!4m7!3m6!1s0x548289b4af6d45a3:0xfbe1b29197c4ce6c!8m2!3d49.479179!4d-119.5602764!16s%2Fg%2F1tdp99bd!19sChIJo0Vtr7SJglQRbM7El5Gy4fs?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Alkira Services LTD.,(236) 688-1994,https://alkirabuildingservices.com/,"205 Huth Ave, Penticton, BC V2A 2Z7", stars,N/A,https://www.google.com/maps/place/Alkira+Services+LTD./data=!4m7!3m6!1s0x5482892a929d4057:0xad66c9563687a00!8m2!3d49.4811824!4d-119.5921463!16s%2Fg%2F11y6tyn75x!19sChIJV0CdkiqJglQRAHpoY5Vs1go?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Penticton Self Storage,(250) 493-9227,http://www.pentictonstorage.ca/,"380 Industrial Ave E #101, Penticton, BC V2A 8N9", stars,N/A,https://www.google.com/maps/place/Penticton+Self+Storage/data=!4m7!3m6!1s0x548289c5c8004a67:0xc0d7b512628b2796!8m2!3d49.4797649!4d-119.5759715!16s%2Fg%2F1v42fh27!19sChIJZ0oAyMWJglQRlieLYhK118A?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Chase Valley Group,(250) 486-4224,http://www.chasevalley.ca/,"365 Van Horne St, Penticton, BC V2A 8B6", stars,N/A,https://www.google.com/maps/place/Chase+Valley+Group/data=!4m7!3m6!1s0x5482627a3b9df3b3:0xedc77dd98655dc6!8m2!3d49.4979041!4d-119.5896044!16s%2Fg%2F11g9qh5zyg!19sChIJs_OdO3piglQRxl1lmN133A4?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,BigSteelBox,(250) 770-1377,https://www.bigsteelbox.com/location/penticton/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"110 Green Mountain Rd, Penticton, BC V2A 5G6", stars,N/A,https://www.google.com/maps/place/BigSteelBox/data=!4m7!3m6!1s0x548289e608a653cb:0x84c0b79453b99833!8m2!3d49.4785823!4d-119.5985349!16s%2Fg%2F1th86tcq!19sChIJy1OmCOaJglQRM5i5U5S3wIQ?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Freeman Machinery Inc,(250) 493-0138,N/A,"1363 Commercial Way, Penticton, BC V2A 3H4", stars,N/A,https://www.google.com/maps/place/Freeman+Machinery+Inc/data=!4m7!3m6!1s0x548289cbeff2a4e9:0x938bb866abf58300!8m2!3d49.4815397!4d-119.5633399!16s%2Fg%2F12hl9frj6!19sChIJ6aTy78uJglQRAIP1q2a4i5M?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Innovation District,(250) 215-2849,https://theinnovationdistrict.ca/,"1704 Government St, Penticton, BC V2A 7A1", stars,N/A,https://www.google.com/maps/place/Innovation+District/data=!4m7!3m6!1s0x54828991010cafd3:0x5851029f7ecd81db!8m2!3d49.4812887!4d-119.5741271!16s%2Fg%2F11vr77s2zd!19sChIJ068MAZGJglQR24HNfp8CUVg?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,MAAP Group Real Estate,(250) 493-2244,http://www.maapgroup.com/,"645 Main St, 778-401 #6444, Penticton, BC V2A 5C9", stars,N/A,https://www.google.com/maps/place/MAAP+Group+Real+Estate/data=!4m7!3m6!1s0x548263f2c8a14109:0x74abf6a38ad1f9ea!8m2!3d49.4936761!4d-119.5901585!16s%2Fg%2F11nnjv82n9!19sChIJCUGhyPJjglQR6vnRiqP2q3Q?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Dori Munday - Royal LePage – Locations West,(250) 486-3865,https://www.penticton-realestate.com/,"484 Main St, Penticton, BC V2A 5C5", stars,N/A,https://www.google.com/maps/place/Dori+Munday+-+Royal+LePage+%E2%80%93+Locations+West/data=!4m7!3m6!1s0x548262775748a781:0xed72168b03dd2636!8m2!3d49.4960911!4d-119.5907283!16s%2Fg%2F1tk4qvfs!19sChIJgadIV3diglQRNibdA4sWcu0?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,IMG Industries Inc,(250) 492-4214,http://imgindustries.com/,"1380 Commercial Way, Penticton, BC V2A 3H6", stars,N/A,https://www.google.com/maps/place/IMG+Industries+Inc/data=!4m7!3m6!1s0x548289cbe93544b3:0x36099ba6490d0dc1!8m2!3d49.4812805!4d-119.5624695!16s%2Fg%2F1hc3j1lfg!19sChIJs0Q16cuJglQRwQ0NSaabCTY?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Super Spotless Building Maintenance Inc.,(250) 770-8084,https://superspotless.ca/,"437 Martin St #113, Penticton, BC V2A 5L1", stars,N/A,https://www.google.com/maps/place/Super+Spotless+Building+Maintenance+Inc./data=!4m7!3m6!1s0x548263006abf0f23:0xa5ecb9685a6a1b51!8m2!3d49.4960558!4d-119.5930031!16s%2Fg%2F11ngkz_t5f!19sChIJIw-_agBjglQRURtqWmi57KU?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Penticton Foundry Ltd,(250) 492-7043,http://www.pentictonfoundry.com/,"568 Dawson Ave, Penticton, BC V2A 3N8", stars,N/A,https://www.google.com/maps/place/Penticton+Foundry+Ltd/data=!4m7!3m6!1s0x548289c791424c9b:0xe9231e6b66e90813!8m2!3d49.4752896!4d-119.5689757!16s%2Fg%2F1td1v3px!19sChIJm0xCkceJglQREwjpZmseI-k?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,The Standard Space,(4),https://thestandardspace.ca/,"124 Estabrook Ave, Penticton, BC V2A 1G3", stars,N/A,https://www.google.com/maps/place/The+Standard+Space/data=!4m7!3m6!1s0x5482633754997f8f:0xf615d169d7c5747a!8m2!3d49.5005427!4d-119.595183!16s%2Fg%2F11vjhlhzjm!19sChIJj3-ZVDdjglQRenTF12nRFfY?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Leavitt Machinery,(250) 493-4222,https://www.leavittmachinery.com/about-us/our-branches/british-columbia/penticton?utm_campaign=GMB_Penticton&utm_source=GMB&utm_medium=organic,"1750 Dartmouth Rd #101, Penticton, BC V2A 3H5", stars,N/A,https://www.google.com/maps/place/Leavitt+Machinery/data=!4m7!3m6!1s0x548289cf3013740b:0x3bb350255ea6f5e9!8m2!3d49.4806675!4d-119.5694454!16s%2Fg%2F1tdd9jmx!19sChIJC3QTMM-JglQR6fWmXiVQszs?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,"Kimco Controls Penticton: HVAC, Automation and Electrical Services",(250) 328-5936,http://www.kimcocontrols.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb-penticton,"1219 Commercial Way, Penticton, BC V2A 3H5", stars,N/A,"https://www.google.com/maps/place/Kimco+Controls+Penticton:+HVAC,+Automation+and+Electrical+Services/data=!4m7!3m6!1s0x54828920a13bb80d:0xcfe3eeff2c603b6c!8m2!3d49.4812789!4d-119.5680601!16s%2Fg%2F11rxrxtjxt!19sChIJDbg7oSCJglQRbDtgLP_u488?authuser=0&hl=en&rclk=1"
industrial buildings near Penticton British Columbia,Evergreen Building Maintenance Inc.,(778) 699-2150,https://evergreenmaintenance.ca/commercial-cleaning-services-penticton-bc-location,"1981 Main St, Penticton, BC V2A 5H6", stars,N/A,https://www.google.com/maps/place/Evergreen+Building+Maintenance+Inc./data=!4m7!3m6!1s0x548289d35365a719:0x45f68e0b18bd7147!8m2!3d49.4761461!4d-119.5838113!16s%2Fg%2F11c5_263wd!19sChIJGadlU9OJglQRR3G9GAuO9kU?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,P & E Lumber,(250) 493-1050,http://pelumber.ca/,"228 Green Mountain Rd, Penticton, BC V2A 6J7", stars,N/A,https://www.google.com/maps/place/P+%26+E+Lumber/data=!4m7!3m6!1s0x54828a00f6530799:0xecd22c3df3fdb080!8m2!3d49.47711!4d-119.605857!16s%2Fg%2F1thf87ny!19sChIJmQdT9gCKglQRgLD98z0s0uw?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Trademark Industries Ltd,(250) 493-6200,http://www.trademarkindustriesltd.com/,"150 Commercial Pl, Penticton, BC V2A 3H7", stars,N/A,https://www.google.com/maps/place/Trademark+Industries+Ltd/data=!4m7!3m6!1s0x548289c9632a79a9:0x80e08d74a5fae7a2!8m2!3d49.4803082!4d-119.5630115!16s%2Fg%2F1tdltz88!19sChIJqXkqY8mJglQRouf6pXSN4IA?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Yamco Development,(778) 385-4800,http://yamco.ca/,"755 Revelstoke Ave, Penticton, BC V2A 2J1", stars,N/A,https://www.google.com/maps/place/Yamco+Development/data=!4m7!3m6!1s0x54826274b2719813:0x6a746c57023586f9!8m2!3d49.4921062!4d-119.604498!16s%2Fg%2F11w1lpfy7r!19sChIJE5hxsnRiglQR-YY1AldsdGo?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,BC Fasteners & Tools LTD,(250) 276-7700,https://www.bcfasteners.com/,"1750 Dartmouth Rd #104, Penticton, BC V2A 3H5", stars,N/A,https://www.google.com/maps/place/BC+Fasteners+%26+Tools+LTD/data=!4m7!3m6!1s0x548289cf3013740b:0xc333ca9b90d859b9!8m2!3d49.48042!4d-119.569512!16s%2Fg%2F124srn0nk!19sChIJC3QTMM-JglQRuVnYkJvKM8M?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Grizzly Springs Water Co LTD,(250) 493-8228,http://www.grizzlyspringswater.ca/,"500 Warren Ave E #104, Penticton, BC V2A 3M4", stars,N/A,https://www.google.com/maps/place/Grizzly+Springs+Water+Co+LTD/data=!4m7!3m6!1s0x548289c7b037cb87:0x3191b3d51b01b482!8m2!3d49.4763981!4d-119.5711193!16s%2Fg%2F1td37y4_!19sChIJh8s3sMeJglQRgrQBG9WzkTE?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Boxwood Millwork Inc.,(250) 328-2172,http://www.boxwoodmillwork.com/,"310-1475 Fairview Rd, Penticton, BC V2A 7J3", stars,N/A,https://www.google.com/maps/place/Boxwood+Millwork+Inc./data=!4m7!3m6!1s0x548289e7618709f9:0xa84987bd2ffd349c!8m2!3d49.4827917!4d-119.5944214!16s%2Fg%2F11f53lb3rg!19sChIJ-QmHYeeJglQRnDT9L72HSag?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Pacific Quorum (Okanagan) Properties Inc.,(250) 492-7300,https://pacificquorum.com/penticton-bc-property-management/?utm_source=GMB&utm_medium=organic&utm_campaign=penticton,"1521 Main St, Penticton, BC V2A 5G7", stars,N/A,https://www.google.com/maps/place/Pacific+Quorum+%28Okanagan%29+Properties+Inc./data=!4m7!3m6!1s0x5482627792ee3c19:0x2d1e9dd122636bcd!8m2!3d49.481649!4d-119.5855791!16s%2Fg%2F1tdy_nbr!19sChIJGTzukndiglQRzWtjItGdHi0?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,"Heidelberg Materials, Concrete",(250) 762-3206,https://www.heidelbergmaterials.us/?utm_source=gmb&utm_medium=website&utm_campaign=brand,"1991 Camrose St, Penticton, BC V2A 6T3", stars,N/A,"https://www.google.com/maps/place/Heidelberg+Materials,+Concrete/data=!4m7!3m6!1s0x548289c41d262243:0xe3ab52beb16721fc!8m2!3d49.477018!4d-119.578583!16s%2Fg%2F1tjfgjfz!19sChIJQyImHcSJglQR_CFnsb5Sq-M?authuser=0&hl=en&rclk=1"
industrial buildings near Penticton British Columbia,Four Shadows Vineyard & Winery,(250) 493-3625,https://fourshadowsvineyard.com/,"250 Upper Bench Rd S, Penticton, BC V2A 8T1", stars,N/A,https://www.google.com/maps/place/Four+Shadows+Vineyard+%26+Winery/data=!4m7!3m6!1s0x548263995b777c5b:0x1881ac497f880d67!8m2!3d49.4993367!4d-119.5669088!16s%2Fg%2F11fh_96kdf!19sChIJW3x3W5ljglQRZw2If0msgRg?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Interior Roofing Ltd.,(250) 492-7985,https://www.interiorroofing.com/?UTM_source=GBP_listing&UTM_medium=organic,"466 Dawson Ave, Penticton, BC V2A 3N7", stars,N/A,https://www.google.com/maps/place/Interior+Roofing+Ltd./data=!4m7!3m6!1s0x548289c7758e1cc9:0x5df9813bdff7cd9c!8m2!3d49.4752015!4d-119.5718265!16s%2Fg%2F1v9gv49d!19sChIJyRyOdceJglQRnM333zuB-V0?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Penticton Brake & Wheel Ltd,(250) 492-3335,N/A,"112 Industrial Ct Unit 112, Penticton, BC V2A 3L5", stars,N/A,https://www.google.com/maps/place/Penticton+Brake+%26+Wheel+Ltd/data=!4m7!3m6!1s0x548289e8f02db763:0xfc61a84afbdce0a7!8m2!3d49.4769143!4d-119.5933295!16s%2Fg%2F1vf9c103!19sChIJY7ct8OiJglQRp-Dc-0qoYfw?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Paul Davis Okanagan Valley,(778) 646-2525,https://pauldavis.ca/local/okanagan-valley,"1277 Commercial Way, Penticton, BC V2A 3H4", stars,N/A,https://www.google.com/maps/place/Paul+Davis+Okanagan+Valley/data=!4m7!3m6!1s0x548289c7878489cb:0xd5036a7cb7db9ab0!8m2!3d49.4812508!4d-119.5658707!16s%2Fg%2F11nmtb9qjl!19sChIJy4mEh8eJglQRsJrbt3xqA9U?authuser=0&hl=en&rclk=1
industrial buildings near Penticton British Columbia,Renshaw Contracting,(250) 462-2114,http://www.renshawcontracting.com/,"1017 Lambert Dr, Penticton, BC V2A 8Y5", stars,N/A,https://www.google.com/maps/place/Renshaw+Contracting/data=!4m7!3m6!1s0x548263440ec0dd59:0x183726a12808d1ad!8m2!3d49.4980261!4d-119.6306235!16s%2Fg%2F11rvjgyt7x!19sChIJWd3ADkRjglQRrdEIKKEmNxg?authuser=0&hl=en&rclk=1
